Log #,Complaint #,Date,Address #,Street Name,Borough,Postcode,District,Work Reported,Closed,Issued Violation?,Additional Comments,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
18704,19-07-16-010,07/16/2018,363,Grand Avenue,Bn,11238,CLIN,Painted door and steps,true,false,,40.685158,-73.962151,02,35,231,3056405,3019690093,Clinton Hill
18706,19-07-16-012,07/16/2018,50,Amsterdam Avenue,Mn,10023,NOT DESIGNATED,worker hurt,true,false,,40.771982,-73.986483,07,6,151,1081771,1011540101,Lincoln Square
18707,19-07-16-013,07/16/2018,14,East 28th Street,Mn,10016,MSN,Illegal interior plumbing work,false,false,,40.744291,-73.986387,05,2,56,1016894,1008570066,Hudson Yards-Chelsea-Flatiron-Union Square
18712,19-07-17-018,07/16/2018,2309,Broadway,Mn,10024,RWE1,Replacement of signage,true,true,,40.78674,-73.977831,07,6,171,1032791,1012310055,Upper West Side
18714,19-07-17-020,07/16/2018,14,Hampton Place,Bn,11213,CHN3,Replacement of understoop gate and door. Installed cameras and lights,true,true,,40.672465,-73.940817,08,36,343,3031699,3012440018,Crown Heights North
18716,19-07-18-022,07/16/2018,65-67,Middagh Street,Bn,11201,BH,Replacement of windows with picture windows without permits,true,false,,40.70023,-73.992387,02,33,1,3001544,3002110032,Brooklyn Heights-Cobble Hill
18723,19-07-23-029,07/16/2018,84-11,37th Avenue,Qn,11372,JH,Removal of windows,true,true,,40.749971,-73.882244,03,25,281,4035834,4014580035,Jackson Heights
18700,19-07-16-006,07/12/2018,1456,Coney Island Avenue,Bn,11230,NOT DESIGNATED,Ongoing work,true,false,,40.621801,-73.964623,12,44,454,3171511,3065360011,Ocean Parkway South
18701,19-07-16-007,07/11/2018,575,Main Street,Mn,10044,NOT DESIGNATED,Unsafe construction site,true,false,,40.76253,-73.949423,08,5,23801,1084704,1013737505,Lenox Hill-Roosevelt Island
18708,19-07-16-014,07/10/2018,235,Bleecker Street,Mn,10014,GVE2,"Installing security cameras, painting and alterationst",false,false,,40.730474,-74.002547,02,3,67,1010085,1005890048,West Village
18715,19-07-17-021,07/10/2018,75,Vanderbilt Avenue,SI,10304,IL,FTM building,true,true,,40.621137,-74.075102,01,49,27,5106863,5005340001,Stapleton-Rosebank
18702,19-07-16-008,07/09/2018,831,Carroll Street,Bn,11215,PS,Illegal work,true,false,,40.67181,-73.972743,06,39,165,3024841,3010680061,Park Slope-Gowanus
18705,19-07-16-011,07/09/2018,119,Congress Street,Bn,11201,COB,Construction of rear extension in noncompliance--removed rear wall,true,false,,40.688971,-73.997966,06,39,49,3003109,3002950035,Carroll Gardens-Columbia Street-Red Hook
10567,08-05-19-030,05/19/2008,[120],East 76th Street,Mn,,UES,"""Demo by neglect""",true,false,,,,,,,,,
18713,19-07-17-019,07/09/2018,190,3rd Avenue,Mn,10003,IL,Alterations to doors,false,false,,40.735348,-73.985696,06,2,50,1017854,1008730034,Gramercy
18727,19-07-25-033,07/06/2018,313,7th Avenue,Bn,11215,PSE,Installation of awning,true,true,,40.667308,-73.98122,06,39,153,3025854,3010900002,Park Slope-Gowanus
18728,19-07-25-034,07/06/2018,423,7th Avenue,Bn,11215,PSE,Signage and awning,true,true,,40.663789,-73.984155,06,39,149,3325212,3011020008,Park Slope-Gowanus
18729,19-07-25-035,07/06/2018,426A,7th Avenue,Bn,11215,PSE,Signage and storefront,true,true,,40.663745,-73.98422,06,39,149,3023776,3010430044,Park Slope-Gowanus
18730,19-07-25-036,07/06/2018,435,7th Avenue,Bn,11215,PSE,Light fixture,true,true,,40.663474,-73.984421,06,39,149,3026575,3011020002,Park Slope-Gowanus
18697,19-07-03-003,07/03/2018,322,Convent Avenue,Mn,10031,HH,cemented over front yard,true,true,,40.823575,-73.94702,09,7,227,1061331,1020590111,Hamilton Heights
18698,19-07-05-004,07/03/2018,150,5th Avenue,Mn,10011,LM,electrical work,false,false,,40.739507,-73.99108,05,3,54,1015478,1008210041,Hudson Yards-Chelsea-Flatiron-Union Square
18699,19-07-06-005,07/03/2018,122,Manhattan Avenue,Mn,10025,MHAT,Construction of rooftop bulkhead,true,true,,40.7982,-73.961809,07,7,189,1055607,1018410019,Upper West Side
18711,19-07-17-017,07/03/2018,107,Greenwich Avenue,Mn,10014,GV,Failure to maintain,true,true,,40.737866,-74.001891,02,3,77,1011047,1006150079,West Village
18695,19-07-02-001,07/02/2018,120,Waverly Place,Mn,10011,GV,Window replacement,true,false,,40.732626,-73.999473,02,1,65,1008886,1005520048,West Village
18696,19-07-02-002,07/02/2018,16,Hunts Lane,Bn,11201,BH,Installation of railing at roof and bulkhead,true,true,,40.69348,-73.994118,02,33,502,3002227,3002540035,Brooklyn Heights-Cobble Hill
18691,18-06-29-053,06/29/2018,98,Bond Street,Bn,11217,BOEX,Replacement of windows--documenting contract,true,false,,40.686673,-73.985018,02,33,41,3255607,3001837501,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
18692,18-06-29-054,06/29/2018,35,Perry Street,Mn,10014,GV,Work without permits,true,true,,40.735646,-74.002641,02,3,73,1010928,1006130037,West Village
18693,18-06-29-055,06/29/2018,326,College Road,Bx,10471,FLD,Building deck,true,true,,40.895183,-73.899949,08,11,351,2084374,2058161914,North Riverdale-Fieldston-Riverdale
18689,18-06-28-051,06/28/2018,677,Vanderbilt Avenue,Bn,11238,PH,Installation of signage and conduits without permits,true,false,,40.676549,-73.969255,08,35,207,3029079,3011650009,Prospect Heights
18690,18-06-28-052,06/28/2018,115,Delancy Street,Mn,10002,NOT DESIGNATED,Electrical explosion,true,false,,40.718509,-73.988085,03,1,18,1004285,1003527501,Chinatown
18694,18-06-29-056,06/28/2018,66,West 12th Street,Mn,10011,GV,Installation of security cameras,true,true,,40.735506,-73.996576,02,3,63,1083136,1005750017,West Village
18685,18-06-27-047,06/27/2018,205,West 107th Street,Mn,10025,NOT DESIGNATED,Work at front entrance,true,false,,40.801281,-73.965593,07,7,195,1056655,1018790026,Morningside Heights
18687,18-06-27-049,06/27/2018,430,Broome Street,Mn,10013,SOHE,Construction of rooftop addition in noncompliance,true,true,,40.721376,-73.9989,02,1,45,1007226,1004827503,SoHo-TriBeCa-Civic Center-Little Italy
18688,18-06-27-050,06/27/2018,903,Park Place,Bn,11216,CHN2,Replacement of windows,true,true,,40.673314,-73.948005,08,36,31701,3031257,3012340048,Crown Heights North
18680,18-06-26-042,06/26/2018,179,New York Avenue,Bn,11216,CHN2,Ongoing work at front façade,true,false,,40.673923,-73.947323,08,36,341,3031284,3012350007,Crown Heights North
18681,18-06-26-043,06/26/2018,19,Macon Street,Bn,11216,BED,Ongoing alterations,true,false,,40.681,-73.950382,03,36,245,3053012,3018430033,Bedford
18683,18-06-27-045,06/26/2018,209,Macdonough Street,Bn,11216,SH,painting façade and installing signage,true,true,,40.681653,-73.938213,03,36,273,3053422,3018530045,Stuyvesant Heights
18684,18-06-27-046,06/26/2018,60-38,70th Avenue,Qn,11385,RDGC,Windows replaced,true,true,,40.701878,-73.89765,05,30,583,4084440,4035170020,Ridgewood
18674,18-06-25-036,06/25/2018,3505,Broadway,Mn,10031,NOT DESIGNATED,Work with swo in place,true,false,,40.825361,-73.951243,09,7,229,1062361,1020900029,Hamilton Heights
18675,18-06-25-037,06/25/2018,804,Lenox Road,Bn,11203,NOT DESIGNATED,Electrical work,true,false,,40.655376,-73.929974,17,41,868,3101399,3046560008,Rugby-Remsen Village
18676,18-06-25-038,06/25/2018,77,Halsey Street,Bn,11216,BED,Ongoing construction,true,true,,40.681733,-73.950537,03,36,245,3052618,3018370067,Bedford
18677,18-06-25-039,06/25/2018,320,Washington Avenue,Bn,11205,CLIN,"Work being done, added conduit at rear façade",true,true,,40.689111,-73.966026,02,35,197,3329890,3019317501,Clinton Hill
18678,18-06-25-040,06/25/2018,280,Washington Avenue,Bn,11205,CLIN,Installation of structure at the rear,false,false,,40.690429,-73.966303,02,35,195,3055051,3019170006,Clinton Hill
18682,18-06-26-044,06/25/2018,314,Decatur Street,Bn,11233,SHE,Construction at rear,true,true,,40.68174,-73.930826,03,36,297,3047484,3016810017,Crown Heights North
18686,18-06-27-048,06/25/2018,39-42,45th Street,Qn,11104,SUN,Replacing front streps and part of pathway; removal of tree,true,true,,40.748978,-73.918488,02,26,183,4001712,4001550080,Hunters Point-Sunnyside-West Maspeth
18679,18-06-25-041,06/22/2018,11,5th Avenue,Mn,10003,GV,Installation of storefront frieze in noncompliance,true,true,,40.732407,-73.996226,02,2,59,1009222,1005660001,West Village
18673,18-06-21-035,06/21/2018,147,West 13th Street,Mn,10011,GV,Installation of balcony at front façade in noncompliance,true,true,,40.737249,-73.998694,02,3,71,1010659,1006097501,West Village
9748,08-08-20-043,08/20/2007,8 or 9,East 67th Street,Mn,,UES,Work.,true,false,,,,,,,,,
18672,18-06-20-034,06/20/2018,37-22,79th Street,Qn,11372,JH,Ongoing work at stoop,true,true,,40.749119,-73.887049,03,25,285,4029920,4012890017,Jackson Heights
18671,18-06-20-033,06/19/2018,20,Arlington Place,Bn,11216,BED,Replacement of sidewalk,true,true,,40.681135,-73.951233,03,36,245,3052971,3018420040,Bedford
18669,18-06-18-031,06/18/2018,171,Sullivan Street,Bn,11231,SV,"Installing camera, conduits, junction box, mailbox, and signage",false,false,,40.67941,-74.014594,06,38,53,,,Carroll Gardens-Columbia Street-Red Hook
18668,18-06-18-030,06/17/2018,245,Fenimore Street,Bn,11225,PLG,Work at garage,true,true,,40.658448,-73.954511,09,40,802,3115419,3050380064,Prospect Lefferts Gardens-Wingate
18670,18-06-19-032,06/17/2018,203,Fenimore Street,Bn,11225,PLG,Cladding façade in noncompliance,true,true,,40.658386,-73.955495,09,40,802,3115429,3050380079,Prospect Lefferts Gardens-Wingate
18665,18-06-15-027,06/15/2018,718,Broadway,Mn,10003,NOHO,Installed for lease signage,true,false,,40.729146,-73.993617,02,2,57,1008793,1005450011,West Village
18666,18-06-15-028,06/15/2018,256,West 4th Street,Mn,10014,GV,Construction,true,false,,40.735184,-74.003248,02,3,73,1011263,1006210060,West Village
18667,18-06-15-029,06/15/2018,29,East 64th Street,Mn,10065,UES,Enlarging tree pit without permits,false,false,,40.76663,-73.968899,08,4,122,1041078,1013790021,Upper East Side-Carnegie Hill
18660,18-06-14-022,06/14/2018,7,Irvington Place,Bn,11230,FISK,Alterations to front porch in noncompliance,true,true,,40.633954,-73.962123,14,45,460,3121231,3052370085,Flatbush
18662,18-06-14-024,06/14/2018,369,Edgecomb Avenue,Mn,10031,HSNE,"Door surround, lights, railings, camera, steps",true,true,,40.827741,-73.940878,09,9,23501,1061167,1020540016,Hamilton Heights
18663,18-06-14-025,06/14/2018,53,Beach Street,Mn,10013,TRIW,Unsafe construction site,true,false,,40.720706,-74.009419,01,1,39,1002795,1002140001,SoHo-TriBeCa-Civic Center-Little Italy
18664,18-06-15-026,06/14/2018,597,Fifth Avenue,Mn,10017,IL,Installation of signage at windows,false,false,,40.75744,-73.977989,05,4,94,1035430,1012840002,Midtown-Midtown South
18659,18-06-13-021,06/13/2018,119,Prospect Place,Bn,11217,PH,Construction of addition are rear,true,false,,40.678549,-73.97304,08,35,161,3028384,3011500061,Prospect Heights
18661,18-06-14-023,06/13/2018,216,Court Street,Bn,11201,COB,"painting, signage, flooring at entrance, roll gate>",true,true,,40.686608,-73.993867,06,39,45,3003415,3003070029,Carroll Gardens-Columbia Street-Red Hook
18657,18-06-12-019,06/12/2018,215,Manor Road,Qn,11363,DOUG,Replacement of dormers,true,true,,40.776454,-73.750605,11,19,1483,4168165,4080340057,Douglas Manor-Douglaston-Little Neck
18658,18-06-12-020,06/12/2018,329,Styvesant Avenue,Bn,,SHE,Exterior work,true,false,,,,,,,,,
18650,18-06-11-012,06/11/2018,195,Lefferts Avenue,Bn,11225,PLG,"Removal of leaded glass windows, instalaltion of satellite dish",true,true,,40.662104,-73.954949,09,40,327,3034992,3013190065,Prospect Lefferts Gardens-Wingate
18653,18-06-11-015,06/11/2018,28,Jane Street,Mn,10014,GV,Repalcement of awning without permits,true,false,,40.738127,-74.003356,02,3,77,1011038,1006150062,West Village
18655,18-06-12-017,06/11/2018,310,First Avenue,Mn,10009,NOT DESIGNATED,Work being done with stop work order,true,false,,40.733967,-73.980497,06,4,44,1082863,1009720001,Stuyvesant Town-Cooper Village
18656,18-06-12-018,06/11/2018,412,Broadway,Mn,10013,TRIE,replacement of windows in noncompliance,true,true,,40.71907,-74.00215,01,1,31,1002339,1001960007,SoHo-TriBeCa-Civic Center-Little Italy
18651,18-06-11-013,06/09/2018,35-14,88th Street,Qn,11372,JH,Construction at first floor and basement,true,false,,40.751754,-73.879003,03,25,279,4035870,4014610011,Jackson Heights
18652,18-06-11-014,06/09/2018,35-57,87th Street,Qn,11372,JH,Replacement of door,true,true,,40.751044,-73.879799,03,25,279,4035893,4014610057,Jackson Heights
18648,18-06-08-009,06/08/2018,368,Washington Avenue,Bn,11238,CLIN,Metal work,true,false,,40.687703,-73.965731,02,35,197,3055491,3019450032,Clinton Hill
18649,18-06-08-010,06/08/2018,568,Carlton Avenue,Bn,11238,PH,façade work,true,false,,40.679811,-73.971503,08,35,161,3028064,3011430054,Prospect Heights
18647,18-06-07-008,06/07/2018,24,West 76th Street,Mn,10023,CP76,Alterations to stoop,true,true,,40.779169,-73.974952,07,6,161,1028775,1011280047,Upper West Side
18646,18-06-06-007,06/06/2018,312,West 82nd Street,Mn,10024,RWE1,Replacement of roof without permits,true,false,,40.786435,-73.980099,07,6,167,1033755,1012440083,Upper West Side
18654,18-06-11-016,06/06/2018,179,Franklin Street,Mn,10013,TRIW,Installation of uplighting,true,true,,40.719352,-74.009354,01,1,39,1002075,1001810016,SoHo-TriBeCa-Civic Center-Little Italy
18642,18-06-05-003,06/05/2018,154,West 132nd Street,Mn,10027,H130,Adding stone railing,true,true,,40.812819,-73.943763,10,9,226,1058116,1019160054,Central Harlem North-Polo Grounds
18643,18-06-05-004,06/05/2018,9,South William Street,Mn,10004,STN,"Coating façade, removed dormers",true,true,,40.704703,-74.010398,01,1,9,1000842,1000290043,Battery Park City-Lower Manhattan
18644,18-06-06-005,06/05/2018,2859,Broadway,Mn,10025,MSH,exhaust system installed,true,false,,40.804783,-73.966259,09,7,199,1075440,1018947501,Morningside Heights
18645,18-06-06-006,06/05/2018,465,Park Avenue,Mn,10022,IL,Installation of illuminated signage,true,true,,40.761868,-73.970551,05,4,11203,1036903,1013127502,Turtle Bay-East Midtown
18641,18-06-04-002,06/03/2018,79,Hamilton Place,Mn,10031,NOT DESIGNATED,Took order off the door,true,false,,40.822863,-73.950923,09,7,225,1061762,1020720021,Hamilton Heights
18640,18-06-01-001,06/01/2018,1347,Pacific Street,Bn,11216,CHN,Gutting building,true,true,,40.677552,-73.947789,08,36,315,3029804,3012010047,Crown Heights North
18636,18-05-31-062,05/31/2018,28,West 85th Street,Mn,10024,UWS,Painting façade white,true,true,,40.785009,-73.970805,07,6,169,1031344,1011980143,Upper West Side
18637,18-05-31-063,05/31/2018,599,Vanderbilt Avenue,Bn,11238,PH,Storefront replacement,true,true,,40.679599,-73.968154,08,35,203,3027898,3011380002,Prospect Heights
18638,18-05-31-064,05/31/2018,464,1st Street,Bn,11215,PS,Possible FTM,true,false,,40.671397,-73.976918,06,39,155,3025173,3010760012,Park Slope-Gowanus
18635,18-05-30-061,05/30/2018,149,Mulberry Street,Mn,10013,IL,Removal of portion of cornice and replacement of ironwork,false,false,,40.718957,-73.997489,02,1,41,1003077,1002360021,SoHo-TriBeCa-Civic Center-Little Italy
18639,18-05-31-065,05/30/2018,124,West 88th Street,Mn,10024,UWS,Started work before submitted CofA drawings,true,true,,40.788171,-73.972143,07,6,173,1032251,1012180041,Upper West Side
18632,18-05-29-058,05/29/2018,23,Riverside Drive,Mn,10023,WEC,Façade being replace,true,true,,40.782179,-73.984896,07,6,163,1030995,1011840062,Upper West Side
18633,18-05-29-059,05/29/2018,15,West 12th Street,Mn,10011,GV,Alterations,true,false,,40.735022,-73.995385,02,3,63,1009622,1005760049,West Village
18630,18-05-29-056,05/27/2018,825,West End Avenue,Mn,10025,RWE2,Installation of security cameras,true,false,,40.798013,-73.971207,07,6,187,1057135,1018897501,Upper West Side
18631,18-05-29-057,05/27/2018,839,West End Avenue,Mn,10025,RWE2,Installation of security cameras,true,true,,40.798477,-73.971192,07,6,187,1057136,1018890022,Upper West Side
18625,18-05-25-051,05/25/2018,730,St. Niocholas Avenue,Mn,,HHSU,Installing an elevator,true,false,,,,,,,,,
18627,18-05-25-053,05/25/2018,155,Mercer Street,Mn,10012,SOHO,Installed neon border lights,false,false,,40.725119,-73.998185,02,1,49,1007979,1005130028,SoHo-TriBeCa-Civic Center-Little Italy
18628,18-05-25-054,05/25/2018,865,West End Avenue,Mn,10025,RWE2,Installation of security cameras,true,false,,40.799268,-73.970293,07,6,191,1057181,1018900015,Upper West Side
18629,18-05-25-055,05/25/2018,117,Noble Street,Bn,11222,GP,Metal windows being installed,false,false,,40.728608,-73.955925,01,33,565,3064929,3025660071,Greenpoint
18623,18-05-24-049,05/24/2018,33-53,82nd Street,Qn,11372,JH,Ongoing construction,true,false,,40.754623,-73.885188,03,25,283,4035144,4014300035,Jackson Heights
18624,18-05-25-050,05/24/2018,3495,Broadway,Mn,10031,NOT DESIGNATED,Ongoing construction,true,false,,40.824949,-73.951543,09,7,229,1062347,1020890033,Hamilton Heights
18626,18-05-25-052,05/24/2018,230,West 103rd Street,Mn,10025,IL,Coating ground floor of the façade,true,true,,40.799234,-73.968877,07,6,191,1056548,1018740052,Upper West Side
18618,18-05-23-044,05/23/2018,11,East 51st Street,Mn,10022,IL,Adding two floors to buildings top level,false,false,,40.758888,-73.976064,05,4,102,1035469,1012870010,Midtown-Midtown South
18619,18-05-23-045,05/23/2018,236,Washington Avenue,Bn,11205,CLIN,Metal work on the first floor stoop and secuirty gate,true,false,,40.691318,-73.966486,02,35,195,3055066,3019170033,Clinton Hill
18620,18-05-23-046,05/23/2018,373,Lewis Avenue,Bn,11233,SH,Removal of door,true,true,,40.682653,-73.934975,03,36,297,3046797,3016700010,Crown Heights North
18634,18-05-30-060,05/23/2018,31,8th Avenue,Bn,11217,PS,Installation of signage at dentist office,true,true,,40.674577,-73.972205,06,39,159,3024546,3010620007,Park Slope-Gowanus
18612,18-05-22-038,05/22/2018,149,West 80th Street,Mn,10024,UWS,Installation of pine management sign,true,true,,40.783232,-73.976381,07,6,165,1031962,1012110015,Upper West Side
18614,18-05-22-040,05/22/2018,96,Fort Greene Place,Bn,11217,BAM,Removal of areaway railings,false,false,,40.686981,-73.976555,02,35,35,3059213,3021120034,Fort Greene
18615,18-05-22-041,05/22/2018,268,Brooklyn Avenue,Bn,11213,CHN2,"Removal of awning, fence, canopy. Installed privacy screen",true,true,,40.670395,-73.944893,08,35,337,3032743,3012630032,Crown Heights North
18616,18-05-22-042,05/22/2018,360,Macon Street,Bn,11233,SHE,Replacement of second floor lintel,true,true,,40.682591,-73.936442,03,36,273,3046733,3016690020,Stuyvesant Heights
18617,18-05-23-043,05/22/2018,598,Broadway,Mn,10012,SOHO,Wire device attached to signage,true,false,,40.725045,-73.997085,02,1,43,1007945,1005110015,SoHo-TriBeCa-Civic Center-Little Italy
18613,18-05-22-039,05/21/2018,411,West 147th Street,Mn,10031,HHSU,Stripping steps without permits,true,true,,40.825544,-73.944294,09,9,231,1061476,1020620128,Hamilton Heights
